id,key,value,type
27344288,left:width,1.60,cycleway
27344288,left:surface,asphalt,cycleway
27344288,left:surface:color,red,cycleway
27344293,lit,yes,regular
27344293,oneway,yes,regular
27344293,highway,unclassified,regular
27344293,cycleway,opposite_track,regular
27344293,bicycle,yes,oneway
27344293,left:width,1.60,cycleway
27344293,left:surface,asphalt,cycleway
27344293,left:surface:color,red,cycleway
27344321,lit,yes,regular
27344321,name,Herengracht,regular
27344321,lanes,1,regular
27344321,oneway,yes,regular
27344321,source,Survey of 2015-03-16,regular
27344321,highway,unclassified,regular
27344321,surface,paved,regular
27344321,maxspeed,30,regular
27344321,sidewalk,right,regular
27344323,lit,yes,regular
27344323,name,Kaassluis,regular
27344323,lanes,2,regular
27344323,oneway,no,regular
27344323,source,Survey of 2015-03-19,regular
27344323,highway,unclassified,regular
27344323,surface,paved,regular
27344323,maxspeed,30,regular
27344323,sidewalk,both,regular
27344325,lit,yes,regular
27344325,name,Kaassluis,regular
27344325,lanes,2,regular
27344325,layer,1,regular
27344325,bridge,yes,regular
27344325,oneway,no,regular
27344325,source,Survey of 2015-03-19,regular
27344325,highway,unclassified,regular
27344325,surface,paved,regular
27344325,maxspeed,30,regular
27344325,sidewalk,both,regular
27344325,ref,32,bridge
27344327,highway,cycleway,regular
27344327,lit,yes,regular
27344327,name,Thorbeckeplein,regular
27344327,oneway,no,regular
27344327,smoothness,intermediate,regular
27344327,surface,asphalt,regular
27344327,colour,red,surface
27344327,width,2.60,regular
27344349,lit,yes,regular
27344349,name,Reguliersgracht,regular
27344349,oneway,yes,regular
27344349,highway,unclassified,regular
27344394,lit,yes,regular
27344394,name,Keizersgracht,regular
27344394,lanes,1,regular
27344394,oneway,yes,regular
27344394,source,Survey of 2015-03-19,regular
27344394,highway,unclassified,regular
27344394,surface,paved,regular
27344394,maxspeed,30,regular
27344394,sidewalk,both,regular
27344396,lit,yes,regular
27344396,name,Keizersgracht,regular
27344396,lanes,1,regular
27344396,layer,1,regular
27344396,bridge,yes,regular
27344396,source,Survey of 2015-03-19,regular
27344396,highway,unclassified,regular
27344396,surface,paved,regular
27344396,maxspeed,30,regular
27344396,sidewalk,both,regular
27344396,ref,39,bridge
27344441,area,yes,regular
27344441,highway,pedestrian,regular
27344441,lit,yes,regular
27344441,name,Thorbeckeplein,regular
27344468,highway,pedestrian,regular
27344468,name,Bakkersstraat,regular
27344626,lit,yes,regular
27344626,oneway,yes,regular
27344626,highway,secondary,regular
27344626,maxspeed,50,regular
27344626,right,lane,cycleway
27459189,name,Achtergracht,regular
27459189,waterway,canal,regular
27687813,CEMT,II,regular
27687813,boat,yes,regular
27687813,name,Dijksgracht,regular
27687813,ship,yes,regular
27687813,waterway,canal,regular
27714543,landuse,residential,regular
27714543,name,Museumkwartier,regular
27758498,ref,S100,regular
27758498,name,Stadhouderskade,regular
27758498,layer,1,regular
27758498,bridge,yes,regular
27758498,bicycle,yes,regular
27758498,highway,primary,regular
27758498,maxspeed,50,regular
27758498,bridge,Stadhoudersbrug,name
27784906,boat,yes,regular
27784906,name,Lijnbaansgracht,regular
27784906,waterway,canal,regular
27784995,boat,yes,regular
27784995,waterway,canal,regular
27790752,lit,yes,regular
27790752,ref,S100,regular
27790752,name,Nassaukade,regular
27790752,oneway,yes,regular
27790752,highway,primary,regular
27790752,maxspeed,50,regular
27790752,right,lane,cycleway
27790752,right:width,1.20,cycleway
27790752,right:surface,asphalt,cycleway
27790752,right:surface:color,red,cycleway
27828177,lit,yes,regular
27828177,name,Eerste Looiersdwarsstraat,regular
27828177,highway,footway,regular
27828192,name,Lijnbaansgracht,regular
27828192,waterway,drain,regular
28344864,name,Krom Boomssloot,regular
28344864,waterway,canal,regular
28345098,name,Oudezijds Achterburgwal,regular
28345098,waterway,canal,regular
28345321,lit,yes,regular
28345321,name,Kerkstraat,regular
28345321,oneway,yes,regular
28345321,highway,unclassified,regular
28345321,cycleway,opposite,regular
28346224,waterway,canal,regular
28346263,highway,footway,regular
28346263,lit,yes,regular
28365988,name,Pancrasstraat,regular
28365988,bicycle,yes,regular
28365988,highway,footway,regular
28382396,foot,yes,regular
28382396,access,private,regular
28382396,highway,footway,regular
28382396,private,yes,regular
28570138,gauge,1435,regular
28570138,oneway,yes,regular
28570138,railway,tram,regular
28570138,voltage,600,regular
28570138,frequency,0,regular
28570138,electrified,contact_line,regular
28754967,foot,yes,regular
28754967,highway,cycleway,regular
28754967,cycleway,track,regular
28770793,highway,cycleway,regular
28770793,oneway,yes,regular
28770793,sidewalk,right,regular
28770826,lit,yes,regular
28770826,psv,yes,regular
28770826,gauge,1435,regular
28770826,layer,1,regular
28770826,access,no,regular
28770826,bridge,yes,regular
28770826,highway,service,regular
28770826,railway,tram,regular
28770826,voltage,600,regular
28770826,alt_name,Utrechtse Poort,regular
28770826,frequency,0,regular
28770826,name,Paleis voor Volksvlijtbrug,bridge
28770826,electrified,contact_line,regular
28770913,electrified,contact_line,regular
28770913,frequency,0,regular
28770913,gauge,1435,regular
28770913,oneway,yes,regular
28770913,railway,tram,regular
28770913,voltage,600,regular
28801394,foot,yes,regular
28801394,highway,cycleway,regular
28962579,highway,service,regular
28973121,cycleway,lane,regular
28973121,highway,residential,regular
28973121,name,Leidseplein,regular
28973121,oneway,yes,regular
29272488,name,Huddekade,regular
29272488,oneway,yes,regular
29272488,highway,unclassified,regular
29272488,cycleway,opposite_lane,regular
29272488,maxspeed,30,regular
29272564,foot,yes,regular
29272564,name,Tulpbrug,regular
29272564,layer,1,regular
29272564,bridge,yes,regular
29272564,highway,cycleway,regular
29272593,gauge,1435,regular
29272593,layer,1,regular
29272593,bridge,yes,regular
29272593,oneway,yes,regular
29272593,railway,tram,regular
29272593,voltage,600,regular
29272593,alt_name,MVDP-brug,regular
29272593,old_name,Amstelbrug,regular
29272593,frequency,0,regular
29272593,electrified,contact_line,regular
29272593,bridge,Hogesluisbrug,name
29403640,boat,yes,regular
29403640,name,Grimburgwal,regular
29403640,waterway,canal,regular
29404935,boat,yes,regular
29404935,CEMT,II,regular
29404935,name,Nieuwe Herengracht,regular
29404935,waterway,canal,regular
29404961,CEMT,II,regular
29404961,boat,yes,regular
29404961,name,Schippersgracht,regular
29404961,waterway,canal,regular
29406525,boat,yes,regular
29406525,name,Onbekendegracht,regular
29406525,waterway,canal,regular
29406836,boat,yes,regular
29406836,name,Plantage Muidergracht,regular
29406836,waterway,canal,regular
29407365,CEMT,0,regular
29407365,boat,yes,regular
29407365,name,Oudeschans,regular
29407365,waterway,canal,regular
29407365,wikipedia,nl:Oudeschans (Amsterdam),regular
29407431,boat,yes,regular
29407431,layer,-2,regular
29407431,waterway,canal,regular
29407577,name,Snoekjesgracht,regular
29407577,waterway,canal,regular
29408185,name,Recht Boomssloot,regular
29408185,waterway,canal,regular
29408598,lit,yes,regular
29408598,name,Nieuwe Doelenstraat,regular
29408598,highway,unclassified,regular
29408600,lit,yes,regular
29408600,name,Nieuwe Doelenstraat,regular
29408600,layer,1,regular
29408600,bridge,yes,regular
29408600,oneway,yes,regular
29408600,highway,unclassified,regular
29408600,cycleway,opposite_lane,regular
29408600,bridge_ref,BRU0220,regular
29408600,bridge,Doelensluis,name
29410858,name,Lijnbaansgracht,regular
29410858,waterway,canal,regular
29411092,boat,yes,regular
29411092,name,Geldersekade,regular
29411092,waterway,canal,regular
29469910,boat,yes,regular
29469910,name,Singelgracht,regular
29469910,note,(Buiten)singelgracht / Mauritskade,regular
29469910,waterway,canal,regular
29472010,CEMT,II,regular
29472010,boat,yes,regular
29472010,name,Oosterdok,regular
29472010,ship,yes,regular
29472010,waterway,canal,regular
29472300,boat,yes,regular
29472300,name,Nieuwe Achtergracht,regular
29472300,waterway,canal,regular
29472599,boat,yes,regular
29472599,name,Rapenburgwal,regular
29472599,waterway,canal,regular
29472611,name,Kloveniersburgwal,regular
29472611,waterway,canal,regular
29472611,wikipedia,en:Kloveniersburgwal,regular
29472669,boat,yes,regular
29472669,name,Oudezijds Voorburgwal,regular
29472669,waterway,canal,regular
29472670,boat,yes,regular
29472670,name,Rokin,regular
29472670,waterway,river,regular
29472797,boat,yes,regular
29472797,waterway,canal,regular
29472928,boat,yes,regular
29472928,name,Kloveniersburgwal,regular
29472928,waterway,canal,regular
29473019,CEMT,0,regular
29473019,boat,yes,regular
29473019,name,Prinsengracht,regular
29473019,waterway,canal,regular
29473027,boat,yes,regular
29473027,name,Lijnbaansgracht,regular
29473027,waterway,canal,regular
29473090,name,Singelgracht,regular
29473090,note,(Buiten)singelgracht / Stadhouderskade,regular
29473090,waterway,canal,regular
29473424,boat,yes,regular
29473424,name,Singelgracht,regular
29473424,note,(Buiten)singelgracht,regular
29473424,waterway,canal,regular
29473441,boat,yes,regular
29473441,name,Jacob van Lennepkanaal,regular
29473441,waterway,canal,regular
29473472,boat,yes,regular
29473472,name,Hugo de Grootgracht,regular
29473472,waterway,canal,regular
29473626,name,Lijnbaansgracht,regular
29473626,waterway,canal,regular
29473628,boat,yes,regular
29473628,name,Singelgracht,regular
29473628,note,(Buiten)singelgracht / Nassaukade,regular
29473628,waterway,canal,regular
29474838,boat,yes,regular
29474838,waterway,canal,regular
29474840,boat,yes,regular
29474840,name,Damrak,regular
29474840,waterway,canal,regular
29474843,boat,yes,regular
29474843,name,Oudezijds Kolk,regular
29474843,waterway,canal,regular
29474860,CEMT,II,regular
29474860,boat,yes,regular
29474860,name,Oosterdoksdoorgang,regular
29474860,ship,yes,regular
29474860,waterway,canal,regular
29474883,CEMT,II,regular
29474883,name,Oosterdok,regular
29474883,waterway,canal,regular
29989787,area,yes,regular
29989787,fenced,yes,regular
29989787,int_name,Rijksmuseum Amsterdam,regular
29989787,name,Rijksmuseum,regular
29989787,de,Reichsmuseum,name
29989787,ko,국립미술관,name
29989787,nl,Rijksmuseum,name
29989787,wheelchair,yes,toilets
29989787,tourism,museum,regular
29989787,website,https://www.rijksmuseum.nl/,regular
29989787,wheelchair,yes,regular
29989787,wikipedia,nl:Rijksmuseum Amsterdam,regular
29997526,boat,yes,regular
29997526,name,Boerenwetering,regular
29997526,waterway,canal,regular
30010643,boat,yes,regular
30010643,name,Singelgracht,regular
30010643,note,(Buiten)singelgracht / Nassaukade,regular
30010643,waterway,canal,regular
30010652,boat,yes,regular
30010652,name,Da Costagracht,regular
30010652,waterway,canal,regular
30010688,name,Lauriergracht,regular
30010688,waterway,canal,regular
30033203,access,bus,regular
30033203,oneway,yes,regular
30033203,highway,service,regular
30033260,access,private,regular
30033260,highway,service,regular
30033260,layer,-2,regular
30033260,note,Q-park bus-garage,regular
30033260,oneway,yes,regular
30033260,tunnel,yes,regular
30033844,foot,yes,regular
30033844,highway,footway,regular
30033844,name,Museumpromenade,regular
30033940,cycleway,track,regular
30033940,highway,cycleway,regular
30033940,lit,yes,regular
30033940,note,Paulus Potterstraat,regular
30033940,oneway,yes,regular
30033940,smoothness,intermediate,regular
30033940,surface,asphalt,regular
30033940,colour,red,surface
30033940,width,1.50,regular
30034053,name,Honthorststraat,regular
30034053,oneway,yes,regular
30034053,highway,residential,regular
30034053,maxspeed,30,regular
30034101,oneway,yes,regular
30034101,highway,service,regular
30035554,gauge,1435,regular
30035554,layer,1,regular
30035554,bridge,viaduct,regular
30035554,oneway,yes,regular
30035554,highway,service,regular
30035554,railway,tram,regular
30035554,voltage,600,regular
30035554,frequency,0,regular
30035554,electrified,contact_line,regular
30035582,foot,yes,regular
30035582,highway,footway,regular
30035582,surface,compacted,regular
30044304,name,Felix Meritis,regular
30044304,source,BAG,regular
30044304,amenity,arts_centre,regular
30044304,bag,363100012168556,ref
30044304,tourism,attraction,regular
30044304,building,yes,regular
30044304,historic,yes,regular
30044304,start_date,1788,regular
30044304,wheelchair,yes,regular
30044304,description,"European Centre for Arts, Culture and Science",regular
30044304,date,2014-02-11,source
30059260,foot,yes,regular
30059260,highway,footway,regular
30115716,CEMT,II,regular
30115716,boat,yes,regular
30115716,waterway,canal,regular
30115991,CEMT,II,regular
30115991,boat,yes,regular
30115991,waterway,canal,regular
30123973,boat,yes,regular
30123973,CEMT,II,regular
30123973,name,Amstel,regular
30123973,nl,Amstel,name
30123973,ru,Амстел,name
30123973,waterway,river,regular
30124329,foot,yes,regular
30124329,note,Achter Oosteinde,regular
30124329,highway,footway,regular
30196874,lit,yes,regular
30196874,highway,unclassified,regular
30196874,maxspeed,30,regular
30196881,lit,yes,regular
30196881,highway,unclassified,regular
30196881,maxspeed,30,regular
30625213,note,toegang Q-park bus-garage,regular
30625213,access,private,regular
30625213,oneway,yes,regular
30625213,highway,service,regular
30625333,psv,yes,regular
30625333,note,toegang voor OV-bussen tot vrije trambaan.,regular
30625333,access,no,regular
30625333,oneway,yes,regular
30625333,highway,service,regular
30689796,foot,yes,regular
30689796,highway,path,regular
30988801,area,yes,regular
30988801,highway,pedestrian,regular
30988801,name,Marie Heinekenplein,regular
30988801,wikipedia,nl:Marie Heinekenplein,regular
31019633,psv,yes,regular
31019633,gauge,1435,regular
31019633,oneway,yes,regular
31019633,railway,tram,regular
31019633,voltage,600,regular
31019633,frequency,0,regular
31019633,electrified,contact_line,regular
31237862,lit,yes,regular
31237862,psv,yes,regular
31237862,name,Marnixstraat,regular
31237862,gauge,1435,regular
31237862,access,no,regular
31237862,oneway,yes,regular
31237862,bicycle,yes,regular
31237862,highway,unclassified,regular
31237862,railway,tram,regular
31237862,voltage,600,regular
31237862,frequency,0,regular
31237862,psv,no,oneway
31237862,electrified,contact_line,regular
31237862,width,2.00,cycleway
31237862,surface,asphalt,cycleway
31237862,surface:colour,red,cycleway
31237864,lit,yes,regular
31237864,name,Kleine-Gartmanplantsoen,regular
31237864,oneway,yes,regular
31237864,highway,unclassified,regular
31237864,cycleway,shared_lane,regular
31237864,width,1.50,cycleway
31237864,surface,asphalt,cycleway
31237864,surface:colour,black,cycleway
31237868,lit,yes,regular
31237868,name,Leidseplein,regular
31237868,oneway,yes,regular
31237868,highway,construction,regular
31255860,highway,footway,regular
31255860,note,Stadhouderskade/Leidsebosje,regular
31255861,boat,yes,regular
31255861,motorboat,no,regular
31255861,name,Beulingsloot,regular
31255861,waterway,canal,regular
31255863,area,yes,regular
31255863,foot,yes,regular
31255863,name,Max Euweplein,regular
31255863,highway,pedestrian,regular
31255863,wikipedia,nl:Max Euweplein,regular
31337421,landuse,forest,regular
31346333,leisure,playground,regular
31454321,bicycle,no,regular
31454321,foot,no,regular
31454321,highway,secondary,regular
31454321,maxspeed,50,regular
31454321,oneway,yes,regular
31454322,highway,cycleway,regular
31454322,lit,yes,regular
31454322,oneway,yes,regular
31454322,smoothness,intermediate,regular
31454322,surface,asphalt,regular
31454322,colour,red,surface
31454322,width,1.80,regular
31486549,foot,yes,regular
31486549,name,Binnenkadijk,regular
31486549,highway,footway,regular
31527079,housenumber,2a,addr
31527079,postcode,1018 DD,addr
31527079,street,Plantage Middenlaan,addr
31527079,description,botanical garden with greenhouses and buildings,regular
31527079,leisure,garden,regular
31527079,name,Hortus Botanicus,regular
31527079,opening_hours,Mo-Su 10:00-17:00,regular
31527079,phone,+31206259021,regular
31527079,tourism,attraction,regular
31527079,website,http://dehortus.nl,regular
31527079,wikidata,Q1576733,regular
31527079,wikipedia,nl:Hortus Botanicus Amsterdam,regular
31564195,leisure,garden,regular
31564222,leisure,garden,regular
31564239,leisure,garden,regular
31564252,name,Frederiksplein,regular
31564252,highway,residential,regular
31742462,name,De Rode Hoed,regular
31742462,source,BAG,regular
31742462,amenity,arts_centre,regular
31742462,bag,363100012167695,ref
31742462,website,http://www.rodehoed.nl,regular
31742462,building,yes,regular
31742462,city,Amsterdam,addr
31742462,start_date,1630,regular
31742462,street,Keizersgracht,addr
31742462,date,2014-02-11,source
31742462,postcode,1015 CV,addr
31742462,housenumber,102,addr
31750191,asphalt,yes,regular
31750191,bicycle,yes,regular
31750191,foot,yes,regular
31750191,highway,pedestrian,regular
31750191,lit,yes,regular
31750191,mofa,no,regular
31750191,moped,no,regular
31750191,name,Vondelpark,regular
31750191,smoothness,intermediate,regular
31750191,solitary,yes,regular
31750191,surface,asphalt,regular
31750191,colour,grey,surface
31750191,width,7.00,regular
31762790,building,greenhouse,regular
31762790,name,Mexicaanse kas,regular
31762790,de,Mexikanisches Gewächshaus,name
31762790,en,Mexican Greenhouse,name
31762790,nl,Mexicaanse kas,name
31762790,bag,363100012181029,ref
31762790,source,BAG,regular
31762790,date,2014-03-24,source
31762790,start_date,1005,regular
31762791,building,greenhouse,regular
31762791,name,Kweekkas,regular
31762791,de,Kleines Gewächshaus,name
31762791,en,Small Greenhouse,name
31762791,nl,Kweekkas,name
31762791,bag,363100012170494,ref
31762791,source,BAG,regular
31762791,date,2014-03-24,source
31762791,start_date,1005,regular
31762792,building,greenhouse,regular
31762792,name,Vlinderkas,regular
31762792,de,Schulgewächshaus (Schmetterlinge),name
31762792,en,Butterfly Greenhouse,name
31762792,nl,Vlinderkas,name
31762792,bag,363100012170492,ref
31762792,source,BAG,regular
31762792,date,2014-03-24,source
31762792,start_date,1005,regular
31762792,tourism,attraction,regular
31763066,area,yes,regular
31763066,name,Halfrond,regular
31858826,city,Amsterdam,addr
31858826,country,NL,addr
31858826,housenumber,267,addr
31858826,postcode,1016 GV,addr
31858826,street,Prinsengracht,addr
31858826,building,yes,regular
31858826,fax,+31 20 6207999,regular
31858826,fee,yes,regular
31858826,name,Anne Frank Huis,regular
31858826,ca,Casa d'Anne Frank,name
31858826,cs,Dům Anny Frankové,name
31858826,cy,Tŷ Anne Frank,name
31858826,da,Anne Franks hus,name
31858826,de,Anne-Frank-Haus,name
31858826,el,Μουσείο Άννας Φρανκ,name
31858826,en,Anne Frank House,name
31858826,es,Casa Anna Frank,name
31858826,eu,Anne Franken etxea,name
31858826,fi,Anne Frankin talo,name
31858826,fr,Maison Anne Frank,name
31858826,he,בית אנה פרנק,name
31858826,is,Hús Önnu Frank,name
31858826,it,Casa di Anna Frank,name
31858826,ja,アンネ・フランクの家,name
31858826,ko,안네 프랑크의 집,name
31858826,nl,Anne Frank Huis,name
31858826,no,Anne Frank-huset,name
31858826,pl,Dom Anny Frank,name
31858826,pt,Casa de Anne Frank,name
31858826,ru,Дом Анны Франк,name
31858826,sv,Anne Frank-huset,name
31858826,uk,Будинок Анни Франк,name
31858826,zh,安妮·弗兰克之家,name
31858826,note,"corrected name, postcode & location [paulbe]",regular
31858826,opening_hours,"Nov 1-Mar 31 Mo,Tu,We,Th,Fr,Su 09:00-19:00; Nov 1-Mar 31 Sa 09:00-21:00; Apr 1-Oct 31 Mo,Tu,We,Th,Fr,Su 09:00-21:00; Apr 1-Oct 31 Sa 09:00-22:00; Jan 1 12:00-19:00; Jan 2-Jan 5 09:00-21:00; Apr 16-Apr 21 09:00-22:00; May 4 09:00-19:00",regular
31858826,phone,+31 20 5567100,regular
31858826,bag,363100012169587,ref
31858826,source,BAG,regular
31858826,date,2014-02-11,source
31858826,start_date,1635,regular
31858826,tourism,museum,regular
31858826,website,http://www.annefrank.org,regular
31858826,wheelchair,no,regular
31858826,wikidata,Q165366,regular
31858826,wikipedia,nl:Anne Frank Huis,regular
31972520,highway,residential,regular
31972520,maxspeed,50,regular
31972520,oneway,yes,regular
31980601,name,Arcam,regular
31980601,source,BAG,regular
31980601,bag,363100012180470,ref
31980601,tourism,museum,regular
31980601,website,http://www.arcam.nl/,regular
31980601,building,yes,regular
31980601,city,Amsterdam,addr
31980601,start_date,1996,regular
31980601,street,Prins Hendrikkade,addr
31980601,description,Architectuurcentrum Amsterdam,regular
31980601,date,2014-03-24,source
31980601,postcode,1011 VX,addr
31980601,housenumber,600,addr
31987004,bridge,yes,regular
31987004,bridge_name,M.S. Vaz Diasbrug,regular
31987004,highway,cycleway,regular
31987004,layer,1,regular
31987004,lit,yes,regular
31987004,oneway,yes,regular
31987043,foot,yes,regular
31987043,highway,footway,regular
31987179,lit,yes,regular
31987179,layer,1,regular
31987179,bridge,yes,regular
31987179,highway,cycleway,regular
31987188,lit,yes,regular
31987188,ref,S112,regular
31987188,name,Weesperstraat,regular
31987188,layer,1,regular
31987188,bridge,yes,regular
31987188,oneway,yes,regular
31987188,bicycle,no,regular
31987188,highway,primary,regular
31987188,maxspeed,50,regular
31987237,lit,yes,regular
31987237,oneway,yes,regular
31987237,highway,cycleway,regular
31987256,lit,yes,regular
31987256,layer,1,regular
31987256,bridge,yes,regular
31987256,oneway,yes,regular
31987256,highway,cycleway,regular
31987287,highway,cycleway,regular
31987287,lit,yes,regular
31987295,lit,yes,regular
31987295,ref,S112,regular
31987295,name,Weesperstraat,regular
31987295,oneway,yes,regular
31987295,bicycle,no,regular
31987295,highway,primary,regular
31987295,maxspeed,50,regular
31987297,lit,yes,regular
31987297,ref,S112,regular
31987297,name,Weesperstraat,regular
31987297,layer,1,regular
31987297,bridge,yes,regular
31987297,oneway,yes,regular
31987297,bicycle,no,regular
31987297,highway,primary,regular
31987297,maxspeed,50,regular
32050030,boat,yes,regular
32050030,layer,-1,regular
32050030,bridge,Muntsluis,name
32050030,note,Singel / Muntsluis,regular
32050030,tunnel,culvert,regular
32050030,waterway,canal,regular
32050030,wikipedia,nl:Muntsluis,regular
32068394,name,Sarphatistraat,regular
32068394,lanes,1,regular
32068394,layer,1,regular
32068394,bridge,yes,regular
32068394,oneway,yes,regular
32068394,highway,tertiary,regular
32068394,alt_name,MVDP-brug,regular
32068394,cycleway,lane,regular
32068394,maxspeed,50,regular
32068394,old_name,Amstelbrug,regular
32068394,bridge,Hogesluisbrug,name
32068394,surface,asphalt,cycleway
32068394,surface:color,red,cycleway
32264840,name,Oostertoegang,regular
32264840,waterway,canal,regular
32264944,boat,no,regular
32264944,waterway,canal,regular
32431171,foot,yes,regular
32431171,name,Korte Lepelstraat,regular
32431171,highway,footway,regular
32431338,name,Nieuwe Prinsengracht,regular
32431338,highway,service,regular
32431338,service,driveway,regular
32431444,bridge,yes,regular
32431444,bridge_name,Lau Mazirelbrug,regular
32431444,cycleway,lane,regular
32431444,surface,asphalt,cycleway
32431444,surface:colour,black,cycleway
32431444,width,1.50,cycleway
32431444,electrified,contact_line,regular
32431444,frequency,0,regular
32431444,gauge,1435,regular
32431444,highway,tertiary,regular
32431444,layer,1,regular
32431444,maxspeed,50,regular
32431444,railway,tram,regular
32431444,voltage,600,regular
32431969,name,Nieuwe Prinsengracht,regular
32431969,oneway,yes,regular
32431969,highway,unclassified,regular
32533312,foot,yes,regular
32533312,layer,1,regular
32533312,bridge,yes,regular
32533312,highway,cycleway,regular
32533313,foot,yes,regular
32533313,name,Spinozastraat,regular
32533313,highway,cycleway,regular
32533314,foot,yes,regular
32533314,highway,cycleway,regular
32749237,bridge,yes,regular
32749237,highway,unclassified,regular
32749237,layer,1,regular
32749237,loc_ref,123,regular
32749237,name,Prinsengracht,regular
32749237,bridge,Kees de Jongenbrug,name
32749257,name,Prinsengracht,regular
32749257,highway,unclassified,regular
32969706,lit,yes,regular
32969706,highway,pedestrian,regular
32969711,bridge,yes,regular
32969711,ref,29,bridge
32969711,cycleway,opposite,regular
32969711,left,lane,cycleway
32969711,left:surface,paving_stones,cycleway
32969711,left:surface:color,red,cycleway
32969711,left:width,1.50,cycleway
32969711,highway,unclassified,regular
32969711,layer,1,regular
32969711,lit,yes,regular
32969711,name,Koningssluis,regular
32969711,oneway,yes,regular
32969711,bicycle,no,oneway
33043445,highway,steps,regular
33043446,highway,footway,regular
33224538,highway,footway,regular
33277799,name,Zouthavenbrug,regular
33277799,layer,1,regular
33277799,bridge,yes,regular
33277799,bicycle,no,regular
33277799,highway,footway,regular
33277882,highway,cycleway,regular
33277882,lit,yes,regular
33277882,name,Piet Heinkade,regular
33277882,oneway,no,regular
33277882,smoothness,good,regular
33277882,surface,asphalt,regular
33277882,colour,red,surface
33277882,width,3.50,regular
33440374,landuse,retail,regular
33440374,layer,-1,regular
33440483,highway,unclassified,regular
33440483,lit,yes,regular
33440483,name,Spui,regular
33440483,oneway,yes,regular
33440483,surface,cobblestone,regular
33440483,colour,grey,surface
33441173,name,Spuistraat,regular
33441173,oneway,yes,regular
33441173,highway,unclassified,regular
33441173,bicycle,no,oneway
33562202,area,yes,regular
33562202,name,Nesplein,regular
33562202,note,"This open, pedestrian, s pace is locally known as ""nespleintje"", however, that is not an official name, but the name ""Nesplein"" is widely used.",regular
33562202,highway,pedestrian,regular
33578512,lit,yes,regular
33578512,foot,yes,regular
33578512,name,Hasselaerssteeg,regular
33578512,highway,footway,regular
33736691,landuse,retail,regular
33736718,landuse,residential,regular
33736838,name,Burgwallen-Nieuwe Zijde,regular
33736838,landuse,residential,regular
34131048,highway,unclassified,regular
34131048,lit,yes,regular
34131048,name,Nieuwezijds Voorburgwal,regular
34131048,oneway,yes,regular
34131048,surface,asphalt,regular
34131048,colour,black,surface
34131057,highway,unclassified,regular
34131057,motor_vehicle,permissive,regular
34131057,name,Singel,regular
34131057,oneway,yes,regular
34131080,right,lane,cycleway
34131080,right:surface,paving_stones,cycleway
34131080,right:surface:color,red,cycleway
34131080,right:width,1.30,cycleway
34131080,highway,cycleway,regular
34131080,lit,yes,regular
34131080,name,Singel,regular
34131080,oneway,yes,regular
34131873,foot,yes,regular
34131873,name,Roskamsteeg,regular
34131873,highway,footway,regular
34132882,area,yes,regular
34132882,name,Westermarkt,regular
34132882,highway,pedestrian,regular
34132882,wikipedia,nl:Westermarkt (Amsterdam),regular
34133017,lit,yes,regular
34133017,name,Mozes en Aäronstraat,regular
34133017,highway,pedestrian,regular
34138867,highway,cycleway,regular
34138867,lit,yes,regular
34138867,moped,yes,regular
34138867,oneway,no,regular
34138867,smoothness,intermediate,regular
34138867,surface,asphalt,regular
34138867,colour,red,surface
34138867,width,3.20,regular
34138868,highway,cycleway,regular
34138868,lit,yes,regular
34138868,moped,yes,regular
34138868,oneway,no,regular
34138868,smoothness,intermediate,regular
34138868,surface,asphalt,regular
34138868,colour,red,surface
34138868,width,3.20,regular
34138871,name,Prins Hendrikkade,regular
34138871,oneway,yes,regular
34138871,bicycle,no,regular
34138871,highway,secondary,regular
34138871,maxspeed,50,regular
34138871,right,lane,busway
34138872,bicycle,no,regular
34138872,bridge,yes,regular
34138872,highway,secondary,regular
34138872,layer,1,regular
34138872,lit,yes,regular
34138872,maxspeed,50,regular
34138872,name,Prins Hendrikkade,regular
34138872,oneway,yes,regular
34139963,lit,yes,regular
34139963,foot,no,regular
34139963,name,Prins Hendrikkade,regular
34139963,oneway,yes,regular
34139963,bicycle,no,regular
34139963,highway,secondary,regular
34139963,maxspeed,50,regular
34139963,right,lane,busway
34139964,lit,yes,regular
34139964,foot,no,regular
34139964,name,Prins Hendrikkade,regular
34139964,layer,1,regular
34139964,bridge,yes,regular
34139964,oneway,yes,regular
34139964,bicycle,no,regular
34139964,highway,secondary,regular
34139964,maxspeed,50,regular
34139964,right,lane,busway
34139965,lit,yes,regular
34139965,name,Prins Hendrikkade,regular
34139965,layer,1,regular
34139965,bridge,yes,regular
34139965,oneway,yes,regular
34139965,bicycle,no,regular
34139965,highway,secondary,regular
34139965,maxspeed,50,regular
34139966,bridge,yes,regular
34139966,highway,cycleway,regular
34139966,layer,1,regular
34139966,indirect,yes,lit
34139966,name,Kraansluis,regular
34139966,oneway,no,regular
34139966,smoothness,intermediate,regular
34139966,surface,asphalt,regular
34139966,colour,red,surface
34139966,width,3.50,regular
34139967,highway,cycleway,regular
34139967,indirect,yes,lit
34139967,oneway,no,regular
34139967,smoothness,intermediate,regular
34139967,surface,asphalt,regular
34139967,colour,red,surface
34139967,width,3.00,regular
34139968,lit,yes,regular
34139968,name,Prins Hendrikkade,regular
34139968,oneway,yes,regular
34139968,bicycle,no,regular
34139968,highway,secondary,regular
34139968,maxspeed,50,regular
34140623,cyclestreets_id,66880,regular
